job_title,education_level,experience_years,skills_count,industry,company_size,location,remote_work,certifications,salary
Data Analyst,Master,6,6,Manufacturing,Medium,Sweden,Hybrid,2,101572
Software Engineer,Bachelor,10,16,Retail,Medium,Remote,Yes,1,130524
Statistician,PhD,0,11,Manufacturing,Medium,UK,Yes,2,134150
Financial modeler,High School,2,8,Consulting,Startup,India,Yes,3,75337
Operations research analyst,Bachelor,14,17,Finance,Enterprise,Canada,Yes,3,253068
Math teacher,Diploma,14,17,Education,Small,Remote,No,4,146689
Operations research analyst,High School,0,15,Consulting,Medium,USA,No,3,176517
Data Analyst,High School,20,16,Government,Startup,Netherlands,Yes,5,121512
AI researcher,High School,0,3,Consulting,Large,Netherlands,Hybrid,2,85179
Data Analyst,Bachelor,0,17,Consulting,Enterprise,USA,Yes,4,142683
Systems analyst,Master,8,5,Education,Enterprise,Canada,Yes,3,182021
Software Engineer,Master,3,5,Retail,Startup,Australia,Yes,5,107586
Statistician,Bachelor,1,19,Healthcare,Medium,USA,Yes,1,117993
Operations research analyst,Bachelor,13,8,Technology,Startup,India,No,3,107109
Data Analyst,Diploma,19,4,Consulting,Large,UK,No,4,151896
Actuary,Bachelor,19,14,Education,Enterprise,Australia,Hybrid,2,199044
Data Scientist,Diploma,14,4,Technology,Enterprise,Germany,Yes,2,175029
Math teacher,PhD,6,13,Finance,Enterprise,Germany,No,5,218489
Financial modeler,PhD,4,9,Manufacturing,Medium,USA,Yes,4,196989
Actuary,PhD,9,10,Telecom,Enterprise,Sweden,Yes,1,196694
Systems analyst,PhD,2,17,Education,Medium,Remote,No,0,119169
AI researcher,Bachelor,5,3,Technology,Medium,Australia,Yes,5,122912
Cybersecurity Analyst,Master,14,1,Media,Small,Singapore,No,2,140238
Risk analyst,Bachelor,20,9,Education,Medium,Australia,Hybrid,1,163151
AI researcher,Diploma,17,12,Healthcare,Small,Canada,Hybrid,3,152406
AI researcher,Diploma,20,5,Media,Small,Sweden,Yes,3,143168
Risk analyst,PhD,17,15,Healthcare,Medium,Australia,Hybrid,0,170241
Financial modeler,High School,4,6,Government,Large,Australia,Hybrid,1,121790
Math teacher,High School,10,11,Media,Medium,UK,Hybrid,2,146387
Software Engineer,Master,10,1,Technology,Small,India,Yes,2,95224
Financial modeler,High School,12,12,Government,Small,Australia,Yes,2,126925
Math teacher,PhD,4,3,Education,Small,Germany,Yes,4,164322
Cybersecurity Analyst,Master,8,5,Government,Large,USA,No,4,195863
Actuary,PhD,14,18,Finance,Enterprise,Netherlands,Hybrid,1,223765
Cybersecurity Analyst,High School,18,5,Telecom,Small,USA,Yes,3,175633
Systems analyst,PhD,14,16,Consulting,Large,Germany,Hybrid,5,191943
AI researcher,Bachelor,3,9,Retail,Enterprise,Canada,Yes,3,159443
Actuary,Diploma,2,14,Manufacturing,Startup,India,Yes,1,74143
Data Scientist,Master,4,5,Finance,Large,Netherlands,Yes,4,135063
Risk analyst,High School,17,14,Technology,Medium,Sweden,Yes,4,148544
Data Analyst,Bachelor,7,8,Retail,Small,Canada,Yes,5,119586
Risk analyst,Diploma,18,3,Healthcare,Large,Remote,Yes,0,163758
Data Analyst,PhD,2,18,Technology,Large,India,Yes,3,91078
Math teacher,Master,14,15,Manufacturing,Large,Australia,Hybrid,3,179998
Math teacher,Diploma,3,8,Healthcare,Enterprise,India,Yes,0,97215
Data Analyst,PhD,15,9,Consulting,Enterprise,Sweden,Hybrid,0,163185
Data Analyst,Bachelor,18,13,Retail,Large,Germany,Yes,4,170769
Operations research analyst,High School,17,16,Consulting,Startup,Singapore,Hybrid,5,154746
Cybersecurity Analyst,Master,13,1,Healthcare,Medium,Remote,Hybrid,1,142243
Operations research analyst,Bachelor,5,7,Government,Small,Canada,Hybrid,4,168533
Financial modeler,Diploma,17,3,Retail,Medium,USA,No,0,175827
Actuary,PhD,0,4,Media,Medium,USA,Hybrid,3,180421
Financial modeler,Master,15,14,Media,Medium,Sweden,Yes,3,162569
Risk analyst,PhD,8,3,Manufacturing,Medium,USA,Yes,2,200984
Actuary,Diploma,5,19,Consulting,Medium,Remote,No,5,150593
Systems analyst,Bachelor,20,7,Telecom,Startup,Canada,Hybrid,4,155168
Operations research analyst,PhD,19,2,Retail,Medium,Germany,No,5,220813
Systems analyst,Bachelor,18,1,Consulting,Large,Australia,No,4,141089
Math teacher,Master,16,13,Media,Medium,USA,No,2,215084
Operations research analyst,High School,12,10,Consulting,Large,Australia,Hybrid,0,160520
Systems analyst,Bachelor,18,16,Education,Startup,UK,Hybrid,0,154824
Software Engineer,Master,19,8,Media,Startup,Netherlands,Yes,0,139750
Actuary,Diploma,6,15,Technology,Enterprise,India,Yes,3,119253
Software Engineer,High School,3,10,Consulting,Startup,Sweden,Hybrid,4,87441
AI researcher,High School,11,6,Retail,Startup,Sweden,Hybrid,2,98350
Operations research analyst,Diploma,18,8,Retail,Small,Remote,No,3,166219
Risk analyst,Bachelor,19,19,Healthcare,Small,Sweden,Hybrid,4,160785
Cybersecurity Analyst,Diploma,13,16,Retail,Medium,UK,Yes,3,158964
Actuary,Master,7,13,Education,Medium,Remote,Yes,2,159789
Systems analyst,Bachelor,5,18,Media,Medium,Singapore,Hybrid,4,115596
Systems analyst,Diploma,15,2,Government,Large,India,Hybrid,3,82646
Cybersecurity Analyst,Diploma,14,13,Education,Enterprise,Netherlands,Yes,2,173869
Operations research analyst,Master,10,7,Telecom,Enterprise,Germany,Yes,1,220243
AI researcher,High School,11,5,Telecom,Startup,India,Hybrid,5,76660
Operations research analyst,High School,4,13,Education,Startup,Sweden,Yes,3,116318
Actuary,High School,8,11,Education,Medium,Australia,Hybrid,4,137374
Systems analyst,Master,17,12,Manufacturing,Medium,UK,Yes,4,187478
Cybersecurity Analyst,Master,3,15,Retail,Startup,Singapore,Yes,4,127632
Math teacher,PhD,18,11,Manufacturing,Small,Remote,Yes,1,172542
Cybersecurity Analyst,High School,11,1,Technology,Small,Singapore,No,2,112380
Financial modeler,Bachelor,5,5,Government,Startup,Germany,Yes,3,127613
Cybersecurity Analyst,Bachelor,14,2,Manufacturing,Enterprise,Canada,Yes,0,195483
Math teacher,PhD,1,7,Education,Small,UK,Yes,1,155469
Statistician,PhD,10,11,Media,Enterprise,Australia,No,2,156183
Risk analyst,High School,11,1,Retail,Large,Australia,Hybrid,2,131236
Cybersecurity Analyst,Master,9,4,Government,Enterprise,USA,Yes,3,225143
Cybersecurity Analyst,Bachelor,18,11,Consulting,Small,Remote,Yes,0,151147
Financial modeler,High School,8,9,Telecom,Large,Sweden,No,2,126488
Systems analyst,PhD,16,5,Telecom,Large,Canada,Hybrid,5,203599
Software Engineer,Diploma,11,9,Retail,Large,Germany,Hybrid,5,155981
Software Engineer,PhD,6,15,Finance,Enterprise,Germany,Yes,5,205536
Data Analyst,PhD,19,11,Government,Enterprise,Australia,No,2,175734
AI researcher,Bachelor,9,15,Government,Small,Australia,Hybrid,4,119148
Actuary,High School,14,10,Finance,Small,Netherlands,No,4,146377
Operations research analyst,High School,1,16,Retail,Startup,Canada,Yes,5,144021
Cybersecurity Analyst,High School,17,17,Healthcare,Medium,USA,No,1,186670
Cybersecurity Analyst,PhD,10,13,Education,Enterprise,Remote,Hybrid,4,199883
Data Analyst,Bachelor,3,1,Telecom,Startup,Sweden,Yes,0,70309
Actuary,Master,0,14,Telecom,Large,Germany,No,3,162288
Software Engineer,Bachelor,7,1,Government,Startup,India,Yes,2,66409
Data Analyst,Bachelor,17,9,Technology,Medium,Remote,No,2,124751
Math teacher,Diploma,20,17,Manufacturing,Startup,Netherlands,Yes,4,163597
Data Analyst,High School,19,3,Telecom,Small,Germany,No,4,122106
AI researcher,High School,0,19,Education,Small,Australia,Hybrid,3,94735
Risk analyst,Diploma,18,5,Finance,Enterprise,Netherlands,Yes,3,178471
Data Scientist,Bachelor,12,9,Consulting,Large,Australia,No,2,138985
Risk analyst,Bachelor,3,5,Consulting,Enterprise,Australia,Yes,2,149165
Statistician,High School,3,19,Manufacturing,Medium,USA,Yes,2,122100
Risk analyst,PhD,7,16,Government,Enterprise,UK,No,4,215473
Systems analyst,Master,8,8,Healthcare,Small,Singapore,Yes,1,122911
Actuary,Diploma,0,10,Government,Large,Australia,Hybrid,1,131946
Risk analyst,Bachelor,5,6,Government,Enterprise,Canada,Hybrid,2,172281
Risk analyst,High School,15,19,Retail,Enterprise,India,No,1,112098
Software Engineer,High School,2,14,Consulting,Large,Germany,Hybrid,0,121300
Actuary,Master,13,16,Consulting,Startup,Germany,No,4,158513
Statistician,PhD,13,14,Education,Startup,Sweden,Hybrid,0,118715
Operations research analyst,High School,20,13,Media,Startup,UK,No,2,187669
Software Engineer,Master,20,16,Healthcare,Startup,Netherlands,No,2,161609
AI researcher,Diploma,15,13,Education,Medium,Sweden,Hybrid,0,130903
Risk analyst,Master,9,7,Media,Large,Canada,No,3,181087
Software Engineer,High School,11,8,Education,Small,Singapore,Yes,0,117562
Data Scientist,PhD,16,8,Telecom,Small,USA,Hybrid,1,201782
Risk analyst,Master,6,4,Media,Large,Australia,No,0,142721
Data Analyst,Diploma,2,3,Retail,Enterprise,Canada,Hybrid,2,101764
Systems analyst,PhD,19,4,Consulting,Small,Singapore,Yes,1,141245
Financial modeler,Master,11,15,Telecom,Large,Australia,No,3,171957
Systems analyst,Bachelor,12,3,Consulting,Large,USA,Hybrid,5,177194
Math teacher,Diploma,9,2,Healthcare,Enterprise,India,No,1,100959
Data Analyst,Master,20,1,Retail,Medium,Singapore,No,5,134498
Data Analyst,PhD,11,10,Healthcare,Small,Sweden,Hybrid,5,130121
Actuary,High School,13,8,Manufacturing,Large,UK,Yes,0,178337
Data Analyst,PhD,14,8,Education,Startup,Australia,Hybrid,3,118141
Data Analyst,PhD,20,14,Consulting,Large,Canada,No,5,214299
Operations research analyst,Master,19,6,Telecom,Large,UK,Yes,4,247014
Risk analyst,Master,6,2,Education,Medium,Canada,No,5,157708
Cybersecurity Analyst,Diploma,18,13,Retail,Large,USA,Yes,1,218363
AI researcher,Diploma,1,5,Technology,Startup,Remote,No,0,82694
Data Analyst,Diploma,6,1,Retail,Small,Australia,No,4,83969
Financial modeler,High School,6,11,Government,Large,Germany,Yes,2,156432
Financial modeler,PhD,9,13,Technology,Enterprise,India,No,5,129471
Math teacher,Master,1,6,Telecom,Small,Sweden,No,4,118494
Systems analyst,Diploma,20,1,Healthcare,Large,Netherlands,Yes,0,146719
Math teacher,Diploma,20,11,Manufacturing,Medium,UK,Hybrid,1,181524
Risk analyst,PhD,18,11,Telecom,Enterprise,India,Hybrid,4,146091
Cybersecurity Analyst,Bachelor,11,2,Finance,Enterprise,India,Yes,4,108038
Software Engineer,High School,1,16,Technology,Startup,USA,Hybrid,2,115048
Financial modeler,Diploma,19,5,Consulting,Startup,India,Yes,2,97566
Risk analyst,High School,17,14,Retail,Small,Germany,Yes,5,173840
Actuary,Bachelor,8,3,Manufacturing,Enterprise,Germany,Yes,1,176173
Data Analyst,High School,6,16,Manufacturing,Medium,India,Yes,2,68140
Financial modeler,Bachelor,0,7,Education,Large,Remote,No,4,122051
Operations research analyst,Bachelor,8,3,Manufacturing,Startup,Netherlands,No,2,134720
Actuary,High School,20,4,Technology,Enterprise,Sweden,Hybrid,4,186253
Statistician,PhD,17,13,Media,Enterprise,Australia,Hybrid,3,180298
Risk analyst,Bachelor,16,19,Technology,Medium,Sweden,No,3,153938
Software Engineer,Master,6,17,Healthcare,Startup,Remote,Yes,4,118836
Systems analyst,High School,3,7,Manufacturing,Small,USA,Hybrid,3,109122
Operations research analyst,Master,11,9,Manufacturing,Small,Singapore,No,3,164482
Cybersecurity Analyst,Diploma,19,15,Consulting,Small,USA,No,2,196752
Operations research analyst,Diploma,2,17,Telecom,Enterprise,Sweden,No,5,175522
Actuary,PhD,16,15,Finance,Medium,Singapore,No,0,184238
Software Engineer,PhD,10,6,Retail,Startup,Germany,Hybrid,1,135313
Risk analyst,PhD,5,5,Consulting,Startup,Singapore,Yes,1,131672
Operations research analyst,High School,14,17,Technology,Large,Remote,Yes,4,184136
Data Analyst,Bachelor,11,11,Consulting,Enterprise,USA,Yes,5,187265
Systems analyst,Master,6,5,Retail,Medium,Remote,No,5,116760
Cybersecurity Analyst,Diploma,18,5,Media,Enterprise,Remote,Yes,3,176904
AI researcher,High School,16,18,Manufacturing,Large,Sweden,Yes,3,155456
Math teacher,Master,15,19,Telecom,Small,India,Hybrid,0,107511
Operations research analyst,Master,6,18,Telecom,Enterprise,Remote,Hybrid,2,189120
Risk analyst,Master,6,12,Retail,Medium,Netherlands,Yes,0,140861
Math teacher,Diploma,18,14,Manufacturing,Small,Netherlands,Yes,1,152867
Operations research analyst,Master,10,1,Healthcare,Startup,Germany,No,3,160503
Data Scientist,High School,6,19,Education,Large,USA,Hybrid,2,166825
Math teacher,High School,20,14,Education,Medium,UK,No,4,188730
Systems analyst,PhD,7,14,Manufacturing,Large,USA,Yes,2,200464
Statistician,Diploma,17,13,Education,Medium,Sweden,Hybrid,2,129324
Software Engineer,Diploma,18,14,Healthcare,Large,UK,Yes,0,184344
Statistician,Master,1,11,Media,Enterprise,Remote,No,0,116793
Math teacher,Diploma,14,5,Telecom,Startup,Netherlands,No,1,134686
Statistician,High School,0,1,Government,Large,Remote,Hybrid,5,83407
Software Engineer,Bachelor,2,14,Education,Enterprise,UK,No,2,152514
Statistician,Bachelor,18,7,Finance,Enterprise,USA,Yes,4,205515
Math teacher,PhD,15,5,Media,Enterprise,USA,Yes,3,275565
Data Analyst,PhD,5,9,Healthcare,Startup,Remote,Yes,4,107503
Risk analyst,Bachelor,1,8,Government,Small,Singapore,Hybrid,1,109509
Cybersecurity Analyst,Bachelor,17,5,Manufacturing,Large,Canada,No,2,195180
Actuary,Diploma,15,19,Government,Enterprise,India,Hybrid,3,143143
Actuary,Bachelor,14,9,Healthcare,Medium,Australia,Yes,1,151326
Statistician,Bachelor,16,14,Consulting,Enterprise,Australia,Hybrid,0,142150
Systems analyst,Diploma,11,9,Healthcare,Startup,Canada,Yes,1,126470
Software Engineer,Diploma,12,7,Manufacturing,Enterprise,Netherlands,Hybrid,4,157301
Actuary,High School,0,10,Technology,Startup,Singapore,No,2,110683
Cybersecurity Analyst,Diploma,5,4,Healthcare,Small,India,Yes,1,76238
Statistician,Diploma,17,1,Technology,Enterprise,USA,No,5,185787
Risk analyst,Master,15,13,Finance,Large,Netherlands,No,1,180283
Systems analyst,High School,0,16,Government,Small,India,No,0,57630
Data Scientist,Diploma,0,19,Retail,Medium,Canada,No,1,123850
Statistician,PhD,6,1,Education,Large,India,Yes,5,93744
AI researcher,Master,12,19,Telecom,Startup,Remote,Yes,5,135747
Operations research analyst,High School,16,17,Retail,Large,Australia,Yes,3,190893
Software Engineer,PhD,8,17,Telecom,Medium,USA,Hybrid,5,198915
Data Scientist,Master,11,14,Government,Small,India,Yes,2,99239
Operations research analyst,PhD,5,1,Finance,Startup,India,Hybrid,4,102957
Statistician,Master,15,19,Media,Large,Germany,Yes,1,167634
Data Scientist,Diploma,3,11,Government,Small,Sweden,Hybrid,3,102811
Data Analyst,Bachelor,12,13,Manufacturing,Startup,Remote,Yes,2,99399
Actuary,PhD,10,7,Government,Enterprise,UK,Yes,3,232334
Math teacher,Diploma,0,16,Healthcare,Startup,UK,No,1,118564
Risk analyst,Diploma,3,1,Education,Large,Canada,No,1,133185
Cybersecurity Analyst,Bachelor,6,12,Consulting,Small,Singapore,Yes,3,122384
Data Scientist,Diploma,18,18,Education,Enterprise,India,No,0,121247
Actuary,Bachelor,0,8,Finance,Large,UK,Hybrid,2,157499
Software Engineer,Bachelor,14,2,Finance,Large,Germany,Yes,1,160064
Data Scientist,High School,0,6,Education,Small,Singapore,No,0,92857
Cybersecurity Analyst,PhD,5,16,Education,Enterprise,Sweden,Hybrid,2,185244
Financial modeler,PhD,12,12,Technology,Small,Sweden,Hybrid,3,160059
Financial modeler,PhD,16,15,Technology,Small,Sweden,No,1,161971
Risk analyst,PhD,12,17,Retail,Enterprise,Singapore,Hybrid,3,199082
Systems analyst,Bachelor,9,19,Technology,Large,USA,No,0,170437
Cybersecurity Analyst,Diploma,8,4,Government,Enterprise,Remote,No,2,136569
Statistician,Bachelor,10,15,Government,Startup,Canada,Yes,4,134678
Software Engineer,Master,11,5,Retail,Large,Canada,Hybrid,0,174769
Systems analyst,PhD,15,19,Manufacturing,Small,Remote,No,4,153849
Risk analyst,Diploma,15,14,Manufacturing,Small,Germany,Hybrid,4,157964
Financial modeler,High School,0,8,Education,Large,Australia,No,1,108281
Risk analyst,High School,20,19,Healthcare,Enterprise,India,Yes,1,138506
Operations research analyst,High School,4,12,Education,Enterprise,India,No,1,118849
Statistician,PhD,10,3,Finance,Medium,Australia,Hybrid,3,132657
AI researcher,High School,18,8,Technology,Medium,Singapore,Hybrid,2,125359
Operations research analyst,High School,0,13,Manufacturing,Startup,Netherlands,Hybrid,2,102792
Statistician,High School,9,10,Government,Enterprise,Singapore,No,2,114514
Risk analyst,High School,13,5,Technology,Small,Germany,Hybrid,2,136955
Financial modeler,Diploma,18,12,Education,Large,USA,Yes,4,235689
AI researcher,High School,1,17,Consulting,Large,UK,Hybrid,0,117139
Operations research analyst,High School,10,1,Technology,Startup,Netherlands,No,3,126280
Software Engineer,Diploma,6,3,Finance,Small,USA,Yes,2,129586
Operations research analyst,Diploma,10,3,Retail,Medium,Australia,Yes,3,147641
Data Scientist,Diploma,7,19,Healthcare,Small,India,No,2,89001
Systems analyst,Bachelor,16,11,Technology,Enterprise,Remote,No,4,172784
AI researcher,PhD,2,15,Retail,Small,India,No,2,90097
Data Analyst,Diploma,17,19,Technology,Large,Netherlands,Yes,1,135749
AI researcher,Master,14,17,Education,Medium,Australia,No,3,156899
Cybersecurity Analyst,Bachelor,18,11,Finance,Medium,Canada,No,0,181076
Actuary,Bachelor,6,2,Government,Small,Canada,No,4,153071
Data Analyst,PhD,2,15,Healthcare,Medium,India,No,1,71742
Cybersecurity Analyst,Master,16,17,Retail,Medium,UK,No,1,189202
Math teacher,Bachelor,18,19,Technology,Large,UK,Yes,2,222049
AI researcher,Master,17,11,Government,Small,UK,No,4,176716
Data Analyst,Master,1,19,Consulting,Startup,Remote,Yes,0,85050
Data Analyst,Bachelor,7,9,Education,Small,Singapore,Hybrid,4,93619
Statistician,Master,10,11,Education,Medium,Netherlands,Hybrid,5,123945
Software Engineer,Diploma,17,12,Manufacturing,Enterprise,India,Hybrid,2,120853
Data Scientist,Bachelor,19,4,Finance,Enterprise,Remote,Yes,3,187746
Statistician,Bachelor,17,7,Media,Medium,India,No,3,78072
Cybersecurity Analyst,PhD,0,12,Manufacturing,Enterprise,Canada,No,5,195278
Systems analyst,PhD,2,5,Manufacturing,Medium,Canada,Yes,3,142610
Operations research analyst,PhD,2,19,Retail,Small,Netherlands,No,2,163852
Cybersecurity Analyst,PhD,19,17,Government,Medium,India,Yes,4,143384
Software Engineer,High School,17,17,Education,Startup,Remote,No,1,134995
Actuary,Bachelor,17,13,Technology,Enterprise,Netherlands,Hybrid,5,207812
Data Scientist,Bachelor,9,9,Manufacturing,Enterprise,Netherlands,Hybrid,4,156064
Systems analyst,Master,14,3,Education,Small,Singapore,Hybrid,4,118025
Financial modeler,Master,14,11,Finance,Startup,Canada,Yes,4,178095
Data Analyst,Bachelor,9,4,Manufacturing,Small,Netherlands,Hybrid,4,91670
Statistician,Diploma,11,18,Retail,Large,UK,Yes,4,147086
Actuary,PhD,10,3,Government,Enterprise,Remote,Hybrid,2,187479
Data Scientist,Master,5,17,Retail,Enterprise,Remote,Hybrid,0,156666
AI researcher,Bachelor,14,14,Technology,Medium,UK,Hybrid,4,157752
Data Scientist,High School,2,3,Manufacturing,Small,India,Hybrid,4,62990
Financial modeler,High School,7,2,Finance,Small,UK,Hybrid,1,115768
Operations research analyst,Diploma,20,18,Telecom,Medium,India,Hybrid,2,124269
Statistician,Diploma,15,19,Finance,Small,India,Yes,1,86284
Data Scientist,Diploma,10,13,Healthcare,Enterprise,USA,Yes,4,218170
Math teacher,Diploma,19,12,Manufacturing,Small,Germany,Hybrid,5,175369
Math teacher,Master,3,8,Consulting,Enterprise,Germany,No,0,166998
Financial modeler,Master,18,7,Telecom,Startup,Canada,Hybrid,5,180619
Risk analyst,Bachelor,11,6,Healthcare,Startup,Netherlands,Yes,3,131939
Actuary,Diploma,19,15,Government,Enterprise,Australia,Hybrid,3,196794
Systems analyst,Diploma,2,19,Media,Large,Netherlands,Yes,4,122094
Data Scientist,Bachelor,13,3,Telecom,Enterprise,Remote,Yes,0,166652
Actuary,Bachelor,13,2,Manufacturing,Small,Remote,No,4,139066
Statistician,Diploma,16,9,Government,Large,India,No,5,94763
AI researcher,High School,11,2,Retail,Large,Australia,No,0,113255
Systems analyst,PhD,15,13,Healthcare,Startup,Singapore,Yes,0,134961
Actuary,Master,11,6,Government,Large,Australia,Hybrid,2,173109
Operations research analyst,PhD,5,9,Finance,Enterprise,Singapore,No,0,199285
Risk analyst,Master,0,10,Healthcare,Medium,Australia,Hybrid,2,116257
Statistician,Master,12,13,Healthcare,Large,Singapore,Hybrid,1,135239
Systems analyst,High School,6,7,Government,Large,USA,Hybrid,1,137907
Systems analyst,PhD,11,8,Retail,Large,India,No,3,94244
Math teacher,Master,20,18,Technology,Large,Canada,Hybrid,4,235659
Systems analyst,Master,2,19,Education,Enterprise,India,No,0,103247
Systems analyst,High School,16,15,Consulting,Startup,Remote,No,5,122376
Statistician,PhD,7,1,Consulting,Small,Singapore,Hybrid,0,103852
Data Scientist,Diploma,10,5,Education,Large,Germany,Hybrid,1,150784
Software Engineer,Master,19,10,Manufacturing,Small,Sweden,Hybrid,1,141101
Cybersecurity Analyst,High School,1,16,Manufacturing,Enterprise,India,Hybrid,4,85038
Actuary,Diploma,9,3,Consulting,Enterprise,India,Yes,4,123625
Data Analyst,High School,16,11,Manufacturing,Small,Remote,Hybrid,4,108418
Data Scientist,High School,20,11,Manufacturing,Medium,UK,No,4,169720
Statistician,PhD,8,11,Media,Small,Remote,No,4,117171
Data Analyst,High School,15,11,Retail,Large,India,Hybrid,0,78623
Operations research analyst,Bachelor,15,2,Technology,Startup,Netherlands,Yes,4,159125
AI researcher,Master,16,15,Telecom,Startup,Australia,Hybrid,2,135726
Software Engineer,Bachelor,7,15,Retail,Startup,Canada,Hybrid,0,134278
Financial modeler,Diploma,1,14,Technology,Startup,Remote,Yes,3,110931
Risk analyst,PhD,5,14,Government,Medium,Netherlands,Yes,5,158304
Operations research analyst,Master,17,12,Manufacturing,Large,India,Hybrid,5,141962
Operations research analyst,PhD,19,13,Finance,Large,Sweden,Hybrid,4,227564
Actuary,Diploma,18,15,Media,Enterprise,UK,Hybrid,2,225037
Operations research analyst,Master,0,6,Media,Large,USA,No,5,212655
Cybersecurity Analyst,Bachelor,2,9,Finance,Medium,Netherlands,Yes,3,122411
Risk analyst,Master,20,12,Finance,Medium,Canada,No,2,211175
Operations research analyst,Bachelor,2,1,Consulting,Small,Sweden,No,3,132030
Software Engineer,Bachelor,19,1,Technology,Enterprise,USA,Hybrid,3,216156
Operations research analyst,High School,5,13,Consulting,Medium,USA,No,4,173321
AI researcher,Master,12,10,Consulting,Enterprise,India,Hybrid,3,105969
Risk analyst,High School,17,12,Manufacturing,Small,Netherlands,Yes,4,148711
Operations research analyst,Bachelor,2,5,Education,Medium,Singapore,Hybrid,2,132245
Data Scientist,High School,9,19,Healthcare,Startup,Singapore,No,5,120403
Operations research analyst,PhD,1,11,Government,Enterprise,Sweden,Yes,0,190572
Data Scientist,Master,10,12,Healthcare,Enterprise,Netherlands,No,5,171652
Cybersecurity Analyst,Master,8,15,Consulting,Startup,Netherlands,No,0,122242
Software Engineer,Bachelor,6,9,Telecom,Small,Canada,Hybrid,2,130141
Risk analyst,Diploma,15,13,Finance,Startup,USA,Hybrid,5,164663
Actuary,Diploma,15,19,Healthcare,Small,Singapore,Yes,2,158570
Statistician,Diploma,5,17,Technology,Enterprise,Germany,No,3,134152
Data Scientist,High School,0,13,Finance,Medium,Germany,No,1,99554
Risk analyst,High School,1,5,Education,Large,Germany,Hybrid,0,118335
Cybersecurity Analyst,High School,16,9,Consulting,Enterprise,USA,Yes,5,231763
AI researcher,Diploma,11,5,Media,Enterprise,India,No,3,103840
Financial modeler,PhD,4,8,Consulting,Small,Remote,No,5,132293
Data Scientist,Diploma,10,11,Telecom,Large,India,No,3,97892
Operations research analyst,Master,14,17,Technology,Large,UK,Yes,2,241575
Cybersecurity Analyst,Diploma,18,16,Education,Large,USA,No,1,221474
Math teacher,Bachelor,8,15,Telecom,Small,Australia,No,1,128574
Math teacher,Diploma,19,17,Healthcare,Medium,Remote,Yes,1,163533
Risk analyst,Diploma,3,11,Manufacturing,Enterprise,Canada,Hybrid,4,171073
Financial modeler,Master,9,2,Retail,Medium,Canada,Hybrid,2,157739
Risk analyst,High School,13,6,Manufacturing,Enterprise,India,Yes,0,110515
Cybersecurity Analyst,Master,7,1,Healthcare,Enterprise,Germany,No,3,166566
Software Engineer,High School,20,4,Consulting,Enterprise,Remote,Hybrid,3,163175
Data Analyst,PhD,15,1,Media,Startup,USA,Hybrid,2,152238
Financial modeler,PhD,4,7,Manufacturing,Startup,Singapore,Hybrid,4,130413
Actuary,PhD,14,11,Education,Large,USA,No,5,266371
AI researcher,High School,12,6,Finance,Medium,Singapore,Hybrid,3,114650
Cybersecurity Analyst,High School,18,8,Education,Medium,Netherlands,Hybrid,0,139471
AI researcher,PhD,3,1,Retail,Enterprise,Germany,No,3,161240
Actuary,Diploma,0,18,Technology,Small,India,No,3,79285
Cybersecurity Analyst,PhD,7,18,Technology,Enterprise,UK,No,3,211186
AI researcher,Bachelor,15,10,Education,Large,USA,Hybrid,3,190712
AI researcher,Diploma,10,9,Finance,Medium,India,Yes,4,83700
Data Scientist,Bachelor,3,14,Technology,Enterprise,Australia,Yes,0,139198
Math teacher,Diploma,6,4,Media,Enterprise,USA,Hybrid,4,197329
Financial modeler,High School,19,1,Manufacturing,Small,UK,Hybrid,4,157038
Data Analyst,Bachelor,2,16,Retail,Small,Canada,Hybrid,5,108292
Risk analyst,High School,9,12,Retail,Startup,India,No,1,77453
Financial modeler,Diploma,1,12,Finance,Enterprise,UK,No,0,144570
Actuary,High School,5,15,Manufacturing,Small,Singapore,Yes,0,115369
Operations research analyst,Bachelor,13,14,Healthcare,Small,USA,No,4,214521
Math teacher,Diploma,4,18,Retail,Small,UK,Hybrid,0,135595
Risk analyst,Master,14,19,Finance,Small,Singapore,No,2,161210
Systems analyst,High School,7,2,Education,Startup,India,Yes,3,53409
Math teacher,High School,19,1,Healthcare,Enterprise,Singapore,Hybrid,0,169255
Systems analyst,Master,1,11,Manufacturing,Large,Remote,Hybrid,4,113337
Operations research analyst,PhD,13,6,Media,Medium,Netherlands,Hybrid,1,178285
Financial modeler,Master,6,14,Healthcare,Small,USA,Yes,5,183638
Cybersecurity Analyst,PhD,10,14,Government,Enterprise,Canada,Yes,2,234632
AI researcher,Diploma,10,18,Education,Medium,USA,Yes,3,170187
Actuary,PhD,3,4,Media,Enterprise,Netherlands,Hybrid,3,170834
AI researcher,Master,15,7,Education,Medium,USA,Yes,1,191346
Operations research analyst,Bachelor,4,12,Media,Enterprise,Netherlands,Yes,1,172957
Data Analyst,Bachelor,10,15,Telecom,Medium,USA,Yes,2,149751
Financial modeler,Master,7,5,Media,Large,USA,Yes,4,201261
Financial modeler,PhD,7,11,Manufacturing,Startup,Singapore,Hybrid,0,125945
Actuary,Bachelor,15,10,Retail,Enterprise,Sweden,No,3,194764
Software Engineer,Diploma,5,8,Manufacturing,Small,USA,Yes,2,136155
Actuary,Master,4,8,Education,Startup,Singapore,Hybrid,1,122714
